"gene_id" "effective_length"
"ENSG00000225194.2" 697.89
"ENSG00000225195.2" 46.3
"ENSG00000225196.2" 71.49
"ENSG00000225198.1" 1041.16
"ENSG00000225200.2" 368.2
"ENSG00000225203.2" 168.08
"ENSG00000225205.5" 1138.16
"ENSG00000225206.7" 1286.4
"ENSG00000225208.1" 127.71
"ENSG00000225209.1" 251.47
"ENSG00000225210.9" 1019.41
"ENSG00000225212.4" 580.16
"ENSG00000225213.2" 438.18
"ENSG00000225214.1" 248.49
"ENSG00000225215.1" 927.16
"ENSG00000225216.6" 243.93
"ENSG00000225217.1" 1668.16
"ENSG00000225218.1" 48.97
"ENSG00000225221.1" 35.64
"ENSG00000225222.2" 170
"ENSG00000225224.1" 206.98
"ENSG00000225225.1" 272.36
"ENSG00000225226.1" 554.16
"ENSG00000225230.1" 655.16
"ENSG00000225231.1" 720.16
"ENSG00000225233.1" 182.56
"ENSG00000225234.1" 649.16
"ENSG00000225235.1" 142.49
"ENSG00000225236.1" 422.18
"ENSG00000225238.1" 135.06
"ENSG00000225239.1" 202.07
"ENSG00000225240.1" 0
"ENSG00000225242.2" 20.34
"ENSG00000225243.5" 244.88
"ENSG00000225244.3" 285.32
"ENSG00000225246.1" 562.16
"ENSG00000225249.5" 112.48
"ENSG00000225251.1" 516.17
"ENSG00000225253.1" 115.97
"ENSG00000225254.2" 1030.16
"ENSG00000225255.6" 312.81
"ENSG00000225256.1" 65.39
"ENSG00000225258.1" 303.27
"ENSG00000225259.4" 843.16
"ENSG00000225263.1" 220.76
"ENSG00000225264.3" 404.18
"ENSG00000225265.1" 993.31
"ENSG00000225267.1" 243.53
"ENSG00000225269.2" 1486.16
"ENSG00000225270.1" 584.16
"ENSG00000225271.1" 1822.16
"ENSG00000225272.2" 213.86
"ENSG00000225275.4" 46.96
"ENSG00000225276.1" 314.25
"ENSG00000225279.1" 386.19
"ENSG00000225280.6" 134.32
"ENSG00000225282.1" 1504.16
"ENSG00000225284.1" 291.3
"ENSG00000225285.1" 257.14
"ENSG00000225286.1" 533.16
"ENSG00000225287.1" 973.16
"ENSG00000225289.1" 166.16
"ENSG00000225292.2" 70.72
"ENSG00000225293.1" 345.21
"ENSG00000225294.1" 186.45
"ENSG00000225295.1" 1107.16
"ENSG00000225297.1" 4.02
"ENSG00000225298.5" 276.38
"ENSG00000225299.1" 246.51
"ENSG00000225300.1" 1701.16
"ENSG00000225302.2" 4638.16
"ENSG00000225303.2" 119.55
"ENSG00000225304.1" 439.18
"ENSG00000225308.2" 957.16
"ENSG00000225310.1" 95.06
"ENSG00000225311.1" 242.54
"ENSG00000225313.5" 555.4
"ENSG00000225314.1" 145.3
"ENSG00000225315.2" 196.2
"ENSG00000225316.1" 165.2
"ENSG00000225321.2" 1698.5
"ENSG00000225323.1" 118.65
"ENSG00000225325.1" 551.16
"ENSG00000225326.1" 226.69
"ENSG00000225327.3" 1334.16
"ENSG00000225328.1" 352.21
"ENSG00000225329.3" 1118.66
"ENSG00000225330.1" 285.32
"ENSG00000225331.1" 410.49
"ENSG00000225333.6" 309.26
"ENSG00000225334.1" 166.16
"ENSG00000225335.3" 1268.18
"ENSG00000225336.2" 314.25
"ENSG00000225337.1" 159.48
"ENSG00000225338.1" 209.93
"ENSG00000225339.3" 2125.38
"ENSG00000225341.1" 468.17
"ENSG00000225342.2" 953.7
"ENSG00000225343.1" 207.96
"ENSG00000225344.1" 636.16
"ENSG00000225345.3" 1022.15
"ENSG00000225347.1" 639.16
"ENSG00000225349.2" 274.36
"ENSG00000225350.1" 206.98
"ENSG00000225352.1" 97.61
"ENSG00000225354.1" 531.16
"ENSG00000225355.1" 304.27
"ENSG00000225356.3" 87.53
"ENSG00000225357.3" 647.16
"ENSG00000225358.1" 1768.16
"ENSG00000225359.1" 273.36
"ENSG00000225360.1" 213.86
"ENSG00000225361.3" 1582.99
"ENSG00000225362.8" 1693.66
"ENSG00000225364.1" 16.42
"ENSG00000225365.1" 330.23
"ENSG00000225366.4" 1379.71
"ENSG00000225369.1" 581.16
"ENSG00000225370.1" 320.24
"ENSG00000225371.1" 2554.16
"ENSG00000225376.5" 201.91
"ENSG00000225377.5" 498.78
"ENSG00000225378.1" 308.26
"ENSG00000225380.4" 43.69
"ENSG00000225381.2" 349.21
"ENSG00000225383.7" 374.1
"ENSG00000225384.1" 294.29
"ENSG00000225385.3" 160.43
"ENSG00000225386.1" 196.2
"ENSG00000225387.1" 232.63
"ENSG00000225391.5" 1090.16
"ENSG00000225392.1" 68.42
"ENSG00000225393.1" 294.29
"ENSG00000225394.1" 303.27
"ENSG00000225396.5" 184.53
"ENSG00000225397.1" 4.41
"ENSG00000225398.3" 187.42
"ENSG00000225399.4" 970.66
"ENSG00000225400.1" 392.19
"ENSG00000225401.2" 426.18
"ENSG00000225402.1" 788.16
"ENSG00000225404.2" 193.27
"ENSG00000225405.3" 135.06
"ENSG00000225406.1" 425.18
"ENSG00000225407.3" 341.22
"ENSG00000225408.1" 284.32
"ENSG00000225411.2" 2619.16
"ENSG00000225413.2" 218.79
"ENSG00000225415.2" 794.16
"ENSG00000225416.1" 73.83
"ENSG00000225417.1" 46.96
"ENSG00000225418.1" 350.21
"ENSG00000225419.1" 219.78
"ENSG00000225420.1" 1488.16
"ENSG00000225421.2" 839.34
"ENSG00000225422.4" 897.16
"ENSG00000225423.1" 879.16
"ENSG00000225424.1" 216.82
"ENSG00000225427.1" 122.26
"ENSG00000225428.1" 110.64
"ENSG00000225431.1" 1516.16
"ENSG00000225433.3" 0
"ENSG00000225434.2" 853.52
"ENSG00000225437.5" 508.54
"ENSG00000225438.1" 1034.16
"ENSG00000225439.2" 1474.09
"ENSG00000225442.2" 799.16
"ENSG00000225443.1" 65.39
"ENSG00000225444.1" 345.21
"ENSG00000225446.2" 1288.16
"ENSG00000225447.1" 127.71
"ENSG00000225448.1" 12.92
"ENSG00000225449.3" 1278.44
"ENSG00000225450.1" 241.55
"ENSG00000225451.1" 751.16
"ENSG00000225455.3" 214.85
"ENSG00000225457.1" 338.75
"ENSG00000225458.1" 335.22
"ENSG00000225460.1" 198.15
"ENSG00000225462.1" 812.16
"ENSG00000225463.1" 365.2
"ENSG00000225465.8" 2012.67
"ENSG00000225466.1" 1174.16
"ENSG00000225469.3" 865.16
"ENSG00000225470.6" 802.45
"ENSG00000225471.5" 243.53
"ENSG00000225472.1" 619.66
"ENSG00000225473.1" 337.47
"ENSG00000225475.1" 0
"ENSG00000225476.1" 455.17
"ENSG00000225477.3" 918.16
"ENSG00000225478.2" 15.21
"ENSG00000225479.1" 73.93
"ENSG00000225480.1" 0
"ENSG00000225482.1" 460.17
"ENSG00000225483.1" 135.06
"ENSG00000225484.6" 1253.09
"ENSG00000225486.1" 101.91
"ENSG00000225487.2" 68.42
"ENSG00000225488.1" 414.18
"ENSG00000225489.6" 1242.16
"ENSG00000225491.1" 9.54
"ENSG00000225492.6" 1228.16
"ENSG00000225493.1" 1716.16
"ENSG00000225496.1" 476.17
"ENSG00000225497.5" 111.19
"ENSG00000225498.1" 474.17
"ENSG00000225499.1" 321.24
"ENSG00000225501.1" 16.01
"ENSG00000225502.2" 703.16
"ENSG00000225505.1" 538.16
"ENSG00000225506.2" 662.16
"ENSG00000225507.1" 267.38
"ENSG00000225508.1" 50.32
"ENSG00000225509.1" 1582.16
"ENSG00000225510.2" 1366.97
"ENSG00000225511.6" 562.46
"ENSG00000225513.1" 192.29
"ENSG00000225514.1" 412.18
"ENSG00000225516.6" 283.39
"ENSG00000225518.2" 166.16
"ENSG00000225519.1" 125.89
"ENSG00000225520.1" 5.49
"ENSG00000225521.1" 300.28
"ENSG00000225522.2" 273.36
"ENSG00000225523.2" 152.83
"ENSG00000225526.4" 642.16
"ENSG00000225527.1" 156.62
"ENSG00000225528.2" 534.68
"ENSG00000225530.1" 1806.16
"ENSG00000225531.1" 470.17
"ENSG00000225532.1" 181.59
"ENSG00000225533.1" 306.27
"ENSG00000225535.6" 591.67
"ENSG00000225536.2" 1365.16
"ENSG00000225537.1" 283.32
"ENSG00000225538.1" 680.16
"ENSG00000225539.5" 604.84
"ENSG00000225541.1" 1023.16
"ENSG00000225542.1" 446.17
"ENSG00000225544.1" 136.91
"ENSG00000225545.1" 0
"ENSG00000225546.5" 809.22
"ENSG00000225548.5" 200.4
"ENSG00000225549.3" 484.23
"ENSG00000225551.1" 0
"ENSG00000225552.1" 545.16
"ENSG00000225554.1" 230.18
"ENSG00000225555.1" 212.88
"ENSG00000225556.1" 1498.16
"ENSG00000225557.1" 429.18
"ENSG00000225558.1" 187.42
"ENSG00000225559.1" 199.13
"ENSG00000225560.6" 864.12
"ENSG00000225561.1" 135.06
"ENSG00000225563.1" 95.06
"ENSG00000225564.6" 1390.21
"ENSG00000225568.1" 567.16
"ENSG00000225569.1" 1289.16
"ENSG00000225570.1" 726.16
"ENSG00000225572.1" 2235.16
"ENSG00000225573.4" 116.86
"ENSG00000225574.1" 689.16
"ENSG00000225578.1" 303.27
"ENSG00000225579.1" 342.22
"ENSG00000225580.2" 919.16
"ENSG00000225581.3" 1285.16
"ENSG00000225582.1" 76.19
"ENSG00000225583.1" 80.99
"ENSG00000225585.1" 509.17
"ENSG00000225588.2" 273.41
"ENSG00000225591.2" 30.48
"ENSG00000225594.1" 212.88
"ENSG00000225595.2" 2199.16
"ENSG00000225598.1" 321.24
"ENSG00000225602.5" 430.18
"ENSG00000225603.3" 1406.16
"ENSG00000225605.2" 553.67
"ENSG00000225606.1" 652.16
"ENSG00000225609.1" 1020.16
"ENSG00000225610.1" 522.17
"ENSG00000225611.1" 638.16
"ENSG00000225612.1" 198.15
"ENSG00000225613.2" 204.03
"ENSG00000225614.2" 12985.6
"ENSG00000225615.1" 77.78
"ENSG00000225616.2" 83.42
"ENSG00000225619.1" 2939.16
"ENSG00000225620.1" 112.41
"ENSG00000225622.1" 212.88
"ENSG00000225623.1" 255.45
"ENSG00000225624.1" 767.16
"ENSG00000225625.4" 36.83
"ENSG00000225626.2" 713.86
"ENSG00000225630.1" 785.16
"ENSG00000225632.1" 852.16
"ENSG00000225636.1" 767.16
"ENSG00000225637.1" 2557.16
"ENSG00000225638.1" 1916.16
"ENSG00000225639.1" 466.17
"ENSG00000225640.1" 106.25
"ENSG00000225642.1" 44.33
"ENSG00000225643.1" 224.71
"ENSG00000225644.1" 0
"ENSG00000225647.1" 406.18
"ENSG00000225648.5" 448.1
"ENSG00000225649.5" 725.21
"ENSG00000225650.2" 709.16
"ENSG00000225652.1" 442.17
"ENSG00000225653.1" 1291.16
"ENSG00000225655.5" 349.76
"ENSG00000225656.1" 67.66
"ENSG00000225657.2" 248.6
"ENSG00000225658.1" 49.64
"ENSG00000225660.1" 0
"ENSG00000225661.7" 471.17
"ENSG00000225661.7_PAR_Y" 471.17
"ENSG00000225662.2" 351.21
"ENSG00000225663.7" 862.72
"ENSG00000225664.3" 472.17
"ENSG00000225665.4" 333.23
"ENSG00000225669.1" 193.27
"ENSG00000225670.4" 221.75
"ENSG00000225671.2" 336.22
"ENSG00000225672.1" 1056.16
"ENSG00000225673.3" 331.23
"ENSG00000225674.1" 1491.16
"ENSG00000225675.2" 308.26
"ENSG00000225676.1" 58.03
"ENSG00000225678.2" 370.58
"ENSG00000225680.1" 467.17
"ENSG00000225681.2" 94.22
"ENSG00000225683.5" 676.3
"ENSG00000225684.3" 6245.66
"ENSG00000225685.1" 338.58
"ENSG00000225689.1" 222.74
"ENSG00000225690.1" 317.25
"ENSG00000225693.1" 225.7
"ENSG00000225695.1" 704.16
"ENSG00000225697.11" 2112.33
"ENSG00000225698.3" 120.66
"ENSG00000225701.1" 18.11
"ENSG00000225703.1" 195.22
"ENSG00000225704.2" 18.99
"ENSG00000225705.2" 1455.16
"ENSG00000225706.1" 1554.66
"ENSG00000225708.6" 620.16
"ENSG00000225710.1" 623.16
"ENSG00000225711.1" 462.17
"ENSG00000225712.1" 169.04
"ENSG00000225713.5" 90.02
"ENSG00000225715.1" 519.17
"ENSG00000225716.1" 81.8
"ENSG00000225718.1" 304.25
"ENSG00000225719.2" 601.16
"ENSG00000225720.6" 201.59
"ENSG00000225721.5" 300.41
"ENSG00000225722.1" 215.83
"ENSG00000225723.1" 262.41
"ENSG00000225724.1" 1383.16
"ENSG00000225725.4" 1501.16
"ENSG00000225726.1" 228.67
"ENSG00000225727.2" 63.17
"ENSG00000225728.2" 125.89
"ENSG00000225730.1" 522.17
"ENSG00000225731.1" 1495.16
"ENSG00000225733.5" 3189.95
"ENSG00000225735.1" 620.16
"ENSG00000225738.2" 211.08
"ENSG00000225739.1" 473.17
"ENSG00000225740.1" 80.99
"ENSG00000225741.1" 1003.16
"ENSG00000225742.5" 401.52
"ENSG00000225744.1" 533.16
"ENSG00000225745.8" 528.28
"ENSG00000225746.9" 1109.37
"ENSG00000225750.1" 44.98
"ENSG00000225751.2" 456.17
"ENSG00000225752.1" 197.18
"ENSG00000225755.2" 874.16
"ENSG00000225756.1" 1880.16
"ENSG00000225758.1" 152.83
"ENSG00000225759.1" 284.32
"ENSG00000225760.2" 930.16
"ENSG00000225761.1" 184.5
"ENSG00000225762.1" 224.71
"ENSG00000225764.1" 471.17
"ENSG00000225765.1" 234.61
"ENSG00000225766.8" 442.22
"ENSG00000225767.1" 244.52
"ENSG00000225768.1" 754.16
"ENSG00000225769.1" 5416.16
"ENSG00000225770.1" 1.84
"ENSG00000225774.2" 1511.16
"ENSG00000225775.1" 402.18
"ENSG00000225777.1" 922.16
"ENSG00000225778.5" 1551.99
"ENSG00000225779.1" 116.86
"ENSG00000225781.1" 769.16
"ENSG00000225783.6" 9684.16
"ENSG00000225785.1" 173.85
"ENSG00000225787.1" 63.89
"ENSG00000225790.1" 301.28
"ENSG00000225791.6" 958.96
"ENSG00000225792.1" 300.85
"ENSG00000225793.2" 524.88
"ENSG00000225794.1" 395.19
"ENSG00000225795.1" 18.99
"ENSG00000225796.2" 1104.16
"ENSG00000225797.2" 127.71
"ENSG00000225798.1" 128.62
"ENSG00000225801.1" 767.16
"ENSG00000225802.3" 196.2
"ENSG00000225803.1" 263.4
"ENSG00000225805.4" 11.5
"ENSG00000225806.7" 355.53
"ENSG00000225807.1" 311.26
"ENSG00000225808.1" 71.49
"ENSG00000225809.1" 733.16
"ENSG00000225811.1" 343.22
"ENSG00000225813.1" 458.17
"ENSG00000225814.1" 411.18
"ENSG00000225815.2" 705.66
"ENSG00000225816.1" 438.18
"ENSG00000225818.1" 238.55
"ENSG00000225819.1" 186.45
"ENSG00000225822.4" 131.37
"ENSG00000225823.1" 484.17
"ENSG00000225825.1" 0
"ENSG00000225826.1" 696.16
"ENSG00000225827.1" 114.18
"ENSG00000225828.1" 2500.16
"ENSG00000225830.11" 4560.48
"ENSG00000225831.1" 200.11
"ENSG00000225832.1" 84.24
"ENSG00000225833.1" 315.25
"ENSG00000225836.1" 115.07
"ENSG00000225839.2" 8.93
"ENSG00000225840.2" 1589.16
"ENSG00000225842.1" 90.02
"ENSG00000225843.1" 717.16
"ENSG00000225846.4" 70.72
"ENSG00000225849.1" 964.16
"ENSG00000225850.3" 546.16
"ENSG00000225851.1" 0
"ENSG00000225854.2" 95.91
"ENSG00000225855.6" 1506.25
"ENSG00000225856.2" 197.18
"ENSG00000225857.5" 235.38
"ENSG00000225858.1" 27.77
"ENSG00000225860.2" 2386.16
"ENSG00000225864.1" 732.16
"ENSG00000225867.1" 239.56
"ENSG00000225868.7" 1002.69
"ENSG00000225869.4" 356.21
"ENSG00000225870.1" 391.19
"ENSG00000225871.2" 1420.16
"ENSG00000225872.3" 1741.16
"ENSG00000225873.3" 582.41
"ENSG00000225876.1" 15.21
"ENSG00000225877.1" 1614.16
"ENSG00000225878.1" 905.16
"ENSG00000225879.1" 655.16
"ENSG00000225880.5" 1058.16
"ENSG00000225881.1" 492.17
"ENSG00000225882.1" 449.17
"ENSG00000225883.2" 626.16
"ENSG00000225884.2" 284.32
"ENSG00000225885.6" 283.02
"ENSG00000225886.3" 283.88
"ENSG00000225889.7" 441.35
"ENSG00000225891.1" 270.37
"ENSG00000225893.1" 471.17
"ENSG00000225895.1" 140.63
"ENSG00000225896.1" 81.8
"ENSG00000225898.1" 417.18
"ENSG00000225899.7" 631.16
"ENSG00000225900.1" 57.32
"ENSG00000225901.1" 672.16
"ENSG00000225903.1" 62.41
"ENSG00000225904.1" 444.17
"ENSG00000225905.1" 284.32
"ENSG00000225906.1" 370.2
"ENSG00000225907.1" 7.77
"ENSG00000225911.1" 193.27
"ENSG00000225912.1" 178.68
"ENSG00000225913.2" 236.59
"ENSG00000225914.1" 3199.16
"ENSG00000225916.1" 292.3
"ENSG00000225918.1" 684.16
"ENSG00000225919.1" 118.65
"ENSG00000225920.2" 395.19
"ENSG00000225921.6" 918.88
"ENSG00000225922.1" 217.8
"ENSG00000225923.1" 483.17
"ENSG00000225924.2" 503.17
"ENSG00000225925.1" 756.16
"ENSG00000225928.2" 425.18
"ENSG00000225929.1" 1771.16
"ENSG00000225930.3" 2072.29
"ENSG00000225931.3" 1038.16
"ENSG00000225932.3" 2329.16
"ENSG00000225933.1" 102.77
"ENSG00000225934.2" 412.18
"ENSG00000225935.1" 32.73
"ENSG00000225936.1" 485.17
"ENSG00000225937.1" 3663.16
"ENSG00000225938.1" 147.18
"ENSG00000225940.5" 304.47
"ENSG00000225942.1" 401.18
"ENSG00000225943.1" 177.72
"ENSG00000225944.1" 1269.16
"ENSG00000225945.1" 162.34
"ENSG00000225947.1" 136.91
"ENSG00000225948.2" 241.55
"ENSG00000225949.1" 916.16
"ENSG00000225950.8" 673.16
"ENSG00000225951.1" 150.94
"ENSG00000225952.1" 221.75
"ENSG00000225953.2" 601.11
"ENSG00000225956.1" 188.39
"ENSG00000225957.1" 68.42
"ENSG00000225959.1" 282.33
"ENSG00000225960.1" 127.71
"ENSG00000225963.7" 514.17
"ENSG00000225964.5" 393.83
"ENSG00000225965.1" 3.13
"ENSG00000225968.7" 3582.32
"ENSG00000225969.1" 299.28
"ENSG00000225970.1" 73.05
"ENSG00000225971.1" 530.16
"ENSG00000225972.1" 118.65
"ENSG00000225973.3" 548
"ENSG00000225974.1" 68.42
"ENSG00000225975.6" 312.53
"ENSG00000225976.5" 22.7
"ENSG00000225978.3" 1623.16
"ENSG00000225979.1" 194.24
"ENSG00000225980.3" 399.51
"ENSG00000225981.1" 239.56
"ENSG00000225982.1" 886.16
"ENSG00000225984.1" 369.2
"ENSG00000225986.1" 251.47
"ENSG00000225988.1" 1669.16
"ENSG00000225990.2" 14.04
"ENSG00000225991.1" 153.78
"ENSG00000225992.1" 48.97
"ENSG00000225997.1" 686.16
"ENSG00000225999.1" 150
"ENSG00000226002.1" 327.23
"ENSG00000226003.2" 234.61
"ENSG00000226004.1" 314.25
"ENSG00000226005.3" 332.23
"ENSG00000226007.2" 1630.1
"ENSG00000226008.1" 3.65
"ENSG00000226009.1" 591.16
"ENSG00000226010.1" 1512.16
"ENSG00000226011.1" 966.16
"ENSG00000226012.1" 50.32
"ENSG00000226013.1" 5.49
"ENSG00000226014.1" 8.63
"ENSG00000226015.2" 1398.16
"ENSG00000226016.1" 63.15
"ENSG00000226017.2" 2237.16
"ENSG00000226020.4" 118.65
"ENSG00000226022.1" 58.75
"ENSG00000226023.6" 1039.16
"ENSG00000226024.1" 41.77
"ENSG00000226025.9" 1322.53
"ENSG00000226026.5" 1225.78
"ENSG00000226028.2" 275.35
"ENSG00000226029.1" 2986.16
"ENSG00000226030.1" 104.51
"ENSG00000226031.5" 457.7
"ENSG00000226032.1" 83.42
"ENSG00000226034.2" 221.75
"ENSG00000226036.1" 202.07
"ENSG00000226037.1" 407.18
"ENSG00000226038.5" 242.54
"ENSG00000226040.3" 263.4
"ENSG00000226041.1" 378.19
"ENSG00000226042.1" 1308.16
"ENSG00000226043.1" 177.72
"ENSG00000226045.1" 116.86
"ENSG00000226046.1" 124.98
"ENSG00000226047.1" 81.8
"ENSG00000226048.1" 684.16
"ENSG00000226049.3" 2933.16
"ENSG00000226051.6" 567.06
"ENSG00000226053.1" 1970.16
"ENSG00000226054.2" 629.16
"ENSG00000226055.2" 958.16
"ENSG00000226056.1" 978.16
"ENSG00000226057.6" 2606.16
"ENSG00000226058.1" 210.91
"ENSG00000226059.2" 341.22
"ENSG00000226061.1" 103.64
"ENSG00000226063.1" 321.24
"ENSG00000226064.1" 351.21
"ENSG00000226065.1" 1272.16
"ENSG00000226066.1" 2403.16
"ENSG00000226067.6" 508.17
"ENSG00000226068.1" 544.16
"ENSG00000226070.1" 565.16
"ENSG00000226072.1" 1002.16
"ENSG00000226074.4" 484.07
"ENSG00000226075.2" 355.21
"ENSG00000226078.1" 90.02
"ENSG00000226079.1" 146.24
"ENSG00000226080.1" 597.16
"ENSG00000226081.2" 798.16
"ENSG00000226082.2" 253.46
"ENSG00000226083.5" 1227.16
"ENSG00000226084.5" 296.29
"ENSG00000226085.3" 561.16
"ENSG00000226086.5" 563.16
"ENSG00000226087.1" 307.05
"ENSG00000226088.1" 316.25
"ENSG00000226089.2" 299.5
"ENSG00000226091.7" 1898.16
"ENSG00000226092.4" 898.16
"ENSG00000226093.1" 9.85
"ENSG00000226094.1" 455.17
"ENSG00000226096.1" 0
"ENSG00000226097.5" 573.19
"ENSG00000226098.4" 240.55
"ENSG00000226101.1" 1804.16
"ENSG00000226102.3" 362.2
"ENSG00000226107.1" 51.69
"ENSG00000226108.2" 382.19
"ENSG00000226110.2" 19.89
"ENSG00000226112.1" 3.65
"ENSG00000226113.1" 168.08
"ENSG00000226114.1" 108.88
"ENSG00000226115.1" 103.64
"ENSG00000226116.1" 595.16
"ENSG00000226117.1" 0
"ENSG00000226118.1" 14.04
"ENSG00000226119.1" 155.67
"ENSG00000226121.2" 6562.16
"ENSG00000226122.1" 1517.16
"ENSG00000226124.6" 1509.68
"ENSG00000226125.1" 2350.16
"ENSG00000226126.2" 1055.16
"ENSG00000226128.1" 175.78
"ENSG00000226130.1" 18.99
"ENSG00000226131.1" 239.56
"ENSG00000226132.1" 423.18
"ENSG00000226133.6" 422.93
"ENSG00000226134.1" 433.18
"ENSG00000226137.5" 4136.55
"ENSG00000226138.4" 108
"ENSG00000226140.5" 188.91
"ENSG00000226141.1" 84.24
"ENSG00000226142.2" 88.36
"ENSG00000226143.1" 259.42
"ENSG00000226144.2" 196.2
"ENSG00000226145.7" 886.94
"ENSG00000226147.1" 1042.16
"ENSG00000226148.1" 806.16
"ENSG00000226149.5" 287.71
"ENSG00000226153.1" 101.91
"ENSG00000226155.1" 187.42
"ENSG00000226156.1" 200.11
"ENSG00000226157.1" 677.16
"ENSG00000226158.1" 164.25
"ENSG00000226159.1" 1601.16
"ENSG00000226160.1" 0
"ENSG00000226161.1" 836.16
"ENSG00000226163.1" 0
"ENSG00000226164.2" 351.21
"ENSG00000226166.2" 0
"ENSG00000226167.1" 1475.16
"ENSG00000226168.1" 135.06
"ENSG00000226169.1" 193.27
"ENSG00000226172.2" 394.19
"ENSG00000226174.6" 2312.16
"ENSG00000226179.6" 170.96
"ENSG00000226179.6_PAR_Y" 170.96
"ENSG00000226180.3" 2352.16
"ENSG00000226181.1" 65.39
"ENSG00000226183.1" 385.19
"ENSG00000226185.1" 1077.16
"ENSG00000226186.1" 87.53
"ENSG00000226188.2" 292.3
"ENSG00000226191.3" 1194.16
"ENSG00000226193.1" 130.46
"ENSG00000226194.5" 1176.19
"ENSG00000226196.1" 684.16
"ENSG00000226197.2" 253.46
"ENSG00000226199.1" 771.16
"ENSG00000226200.6" 12141.16
"ENSG00000226203.1" 4345.16
"ENSG00000226204.1" 167.12
"ENSG00000226205.1" 523.17
"ENSG00000226206.1" 657.16
"ENSG00000226207.1" 240.55
"ENSG00000226208.1" 174.82
"ENSG00000226209.1" 61.67
"ENSG00000226210.3" 1558.16
"ENSG00000226211.1" 105.38
"ENSG00000226212.2" 58.75
"ENSG00000226213.1" 689.16
"ENSG00000226216.1" 117.76
"ENSG00000226217.1" 170.96
"ENSG00000226218.1" 150.94
"ENSG00000226220.1" 1060.16
"ENSG00000226221.1" 180.62
"ENSG00000226222.3" 95.06
"ENSG00000226223.1" 209.93
"ENSG00000226226.1" 281.33
"ENSG00000226229.2" 108.88
"ENSG00000226230.1" 240.55
"ENSG00000226232.8" 747.72
"ENSG00000226233.1" 0
"ENSG00000226234.2" 897.16
"ENSG00000226235.1" 2522.16
"ENSG00000226237.1" 4128.16
"ENSG00000226238.1" 200.11
"ENSG00000226239.1" 1754.16
"ENSG00000226240.1" 468.17
"ENSG00000226241.2" 1821.16
"ENSG00000226242.1" 86.7
"ENSG00000226243.1" 44.98
"ENSG00000226245.1" 176.75
"ENSG00000226246.1" 1017.16
"ENSG00000226247.1" 90.85
"ENSG00000226249.1" 344.22
"ENSG00000226250.1" 301.28
"ENSG00000226251.5" 95.49
"ENSG00000226252.1" 3777.16
"ENSG00000226253.1" 111.52
"ENSG00000226254.1" 163.29
"ENSG00000226255.1" 142.49
"ENSG00000226258.6" 291.12
"ENSG00000226259.10" 1173.16
"ENSG00000226261.1" 445.17
"ENSG00000226262.1" 1692.16
"ENSG00000226263.1" 393.19
"ENSG00000226266.6" 217.01
"ENSG00000226268.3" 700.16
"ENSG00000226270.3" 1020.16
"ENSG00000226272.5" 548.83
"ENSG00000226273.2" 302.27
"ENSG00000226276.1" 124.98
"ENSG00000226277.1" 253.17
"ENSG00000226278.1" 33.88
"ENSG00000226279.2" 239.56
"ENSG00000226280.2" 1689.16
"ENSG00000226281.2" 309.26
"ENSG00000226284.1" 274.36
"ENSG00000226285.1" 684.16
"ENSG00000226286.1" 210.91
"ENSG00000226287.8" 234.09
"ENSG00000226288.1" 856.16
"ENSG00000226289.1" 430.18
"ENSG00000226291.1" 60.94
"ENSG00000226292.1" 554.16
"ENSG00000226296.1" 338.22
"ENSG00000226297.1" 256.44
"ENSG00000226298.1" 893.16
"ENSG00000226299.2" 574.16
"ENSG00000226301.3" 475.17
"ENSG00000226302.1" 458.17
"ENSG00000226304.1" 222.74
"ENSG00000226306.6" 853.16
"ENSG00000226307.1" 291.3
"ENSG00000226308.1" 468
"ENSG00000226309.1" 960.16
"ENSG00000226310.1" 406.18
"ENSG00000226312.7" 375.39
"ENSG00000226313.1" 875.16
"ENSG00000226314.7" 1369.16
"ENSG00000226317.2" 652.16
"ENSG00000226318.1" 504.17
"ENSG00000226320.5" 431.69
"ENSG00000226321.5" 1942.2
"ENSG00000226323.1" 35.05
"ENSG00000226324.1" 27.77
"ENSG00000226327.3" 627.16
"ENSG00000226328.6" 944.99
"ENSG00000226329.2" 1208.16
"ENSG00000226330.1" 227.68
"ENSG00000226331.1" 211.89
"ENSG00000226332.2" 422.18
"ENSG00000226334.1" 210.91
"ENSG00000226336.2" 120.45
"ENSG00000226337.3" 1480.16
"ENSG00000226338.1" 0
"ENSG00000226339.1" 22.7
"ENSG00000226340.1" 286.31
"ENSG00000226341.1" 232.63
"ENSG00000226342.1" 1229.16
"ENSG00000226344.1" 109.76
"ENSG00000226345.1" 7.77
"ENSG00000226348.1" 594.16
"ENSG00000226349.1" 275.35
"ENSG00000226352.2" 122.26
"ENSG00000226353.1" 256.44
"ENSG00000226355.1" 541.16
"ENSG00000226356.2" 850.16
"ENSG00000226358.1" 1171.16
"ENSG00000226359.1" 618.16
"ENSG00000226360.5" 393.19
"ENSG00000226361.5" 948.16
"ENSG00000226362.2" 647.16
"ENSG00000226363.3" 862.16
"ENSG00000226364.1" 423.18
"ENSG00000226366.1" 222.74
"ENSG00000226367.5" 759.5
"ENSG00000226369.1" 458.17
"ENSG00000226370.1" 342.22
"ENSG00000226372.3" 3198.16
"ENSG00000226374.2" 1069.49
"ENSG00000226375.1" 431.18
